cell,markers
breast endothelial cells,"['MMRN1', 'TFPI', 'NRP2', 'PKHD1L1', 'FLT4', 'LRRC15', 'ABI3BP', 'HYAL2', 'LOX', 'SEMA3A', 'TIE1', 'TNFRSF11A', 'TSPAN18', 'THSD1', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'UNC5A', 'PCDHGC5', 'EPX', 'TRHR', 'PCDHA11', 'PCDHA6', 'TPTE', 'TMEFF1', 'PCDHGB4', 'HTR1D', 'PCDHGA9', 'GP5', 'PCDHGB1', 'UGT1A9', 'FLG2', 'TLR9', 'CDSN', 'C4A', 'ARSF', 'PCDHGB5', 'SLC45A2', 'SLC6A2', 'DBH', 'NTSR1', 'CACNG6', 'SIGLEC12', 'INHBE', 'SLITRK3', 'CEACAM8', 'TMEM132E', 'FLRT1', 'PCDHGA8', 'ZP4', 'TNFSF18', 'PLXNB3', 'PCDH20', 'CPZ', 'PTPRQ', 'ELFN2', 'ALPP', 'PEAR1', 'TLL1', 'AGTR2', 'PCDHGA12', 'ATG9A', 'PCDHA10', 'MGAT5B', 'SCN2B', 'TMPRSS5', 'TLL2', 'CELSR3', 'CDH15', 'IGLON5', 'TYR', 'PCDHGB7', 'KIR3DL1', 'VSTM1', 'CRLF2', 'TMEM63C', 'COL2A1', 'FAM174B', 'ELFN1', 'KIR2DL3', 'PRG2', 'SLC22A16', 'HTR2B', 'ULBP3', 'GPR39', 'NTRK1', 'CHRNA3', 'SCNN1D', 'FAM171A2', 'HEPACAM', 'KCNK17', 'TNFRSF8', 'MPO', 'TSHR', 'NXPH4', 'IL1RL2', 'LRFN1', 'SLC26A5']"
salivary gland fibroblasts,"['APOD', 'DCN', 'MFAP5', 'COL6A3', 'C3', 'SERPINF1', 'LAMA2', 'CTSK', 'CCDC80', 'FBN1', 'FSTL1', 'COL6A1', 'FN1', 'LAMC1', 'LAMB1', 'ABI3BP', 'COL12A1', 'SCARA5', 'ABCA8', 'FGFR1', 'COL6A2', 'LEPR', 'SERPING1', 'AEBP1', 'PRELP', 'FBLN2', 'OLFML3', 'MXRA8', 'GGT5', 'PDGFRA', 'LRP1', 'OGN', 'COL14A1', 'FAP', 'ANGPTL1', 'GFRA1', 'THBS2', 'GPNMB', 'PI16', 'DDR2', 'CDH11', 'NPR1', 'PCDH18', 'TGFBR3', 'TNXB', 'CNTFR', 'AGTR1', 'SLIT3', 'ISLR', 'PLXNA4', 'COL5A3', 'CRLF1', 'COL5A2', 'ANGPT1', 'PTPRS', 'CR2', 'HMCN1', 'OLFML2B', 'LOX', 'CFH', 'MXRA5', 'WNT11', 'PCDHGC3', 'ABCC2', 'COL6A6', 'CHL1', 'CADM3', 'VCAM1', 'COL11A1', 'LRRN4CL', 'IGDCC4', 'CD276', 'SLC26A5', 'SCN2B', 'SULF1', 'IL17D', 'ELANE', 'TRHR', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'PCDHGC5', 'SCARF2', 'NTN3', 'PCDHA11', 'PCDHGA9', 'PCDHA6', 'EPX', 'PCDHGB1', 'TPTE', 'TMEFF1', 'FLG2', 'PCDHGB4', 'CDSN', 'HTR1D', 'PCDHGB7', 'UGT1A9', 'GP5', 'SLITRK3']"
kidney t-cells,"['CD3D', 'TRAC', 'GZMH', 'TRBC1', 'PRF1', 'CD2', 'CD3G', 'IL2RG', 'KLRG1', 'KLRB1', 'S1PR5', 'CLEC2D', 'FCRL6', 'CD6', 'LTB', 'ITGB7', 'S1PR4', 'KLRC1', 'KLRF1', 'CD40LG', 'CXCR3', 'NCR3', 'CD5', 'SLAMF6', 'TIGIT', 'SIRPG', 'KIR2DL3', 'TNFRSF25', 'NMUR1', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA11', 'EPX', 'PCDHA6', 'TRHR', 'TPTE', 'TMEFF1', 'PCDHGB4', 'HTR1D', 'GP5', 'PCDHGB1', 'NTSR1', 'FLG2', 'CDSN', 'DBH', 'TLR9', 'TNFSF18', 'C4A', 'SLC6A2', 'SLC45A2', 'PCDHGB5', 'CACNG6', 'INHBE', 'PCDH20', 'PCDHGA9', 'SLITRK3', 'PTPRQ', 'CEACAM8', 'KIR3DL1', 'ZP4', 'SLC26A5', 'FLRT1', 'CPZ', 'PLXNB3', 'PLA2G3', 'CD101', 'PCDHA10', 'UNC5A', 'ALPP', 'IGSF1', 'PCDHGA8', 'SIGLEC12', 'CCR4', 'SCN2B', 'PCDHGA12', 'COL2A1', 'CELSR3', 'AGTR2', 'LRRC15', 'MGAT5B', 'NTRK1', 'TMEM26', 'TMEM132E', 'LRFN1', 'ELFN2', 'TMPRSS5', 'TLL2', 'PTGER2', 'PDCD1', 'IGLON5', 'ARSF', 'CDH15', 'PCDHGB7', 'ULBP3', 'ELFN1', 'CRLF2']"
bronchus club cells,"['GDF15', 'TACSTD2', 'LTF', 'C3', 'CEACAM6', 'GPRC5A', 'SLC6A14', 'CP', 'IGFBP3', 'CLEC2B', 'F3', 'CDCP1', 'SLC6A8', 'SLC2A1', 'CPD', 'LOX', 'SLC6A6', 'MSLN', 'ANGPTL4', 'MUC4', 'TFPI2', 'SLC15A2', 'EPHA2', 'MPZL2', 'CA12', 'PROM2', 'MUC16', 'SERPINA3', 'PON2', 'FOLR1', 'FGFR3', 'LRRC8A', 'OSMR', 'EPHA1', 'P4HA1', 'SLITRK6', 'A4GALT', 'MET', 'ERMP1', 'ULBP2', 'RAET1G', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHA11', 'PCDHGC5', 'ST3GAL4', 'PCDHGB1', 'EPX', 'PCDHA6', 'TRHR', 'TPTE', 'TMEFF1', 'PCDHGB4', 'HTR1D', 'AGRN', 'FLG2', 'GP5', 'CDSN', 'UGT1A9', 'PCDH20', 'SLC45A2', 'TLR9', 'C4A', 'SLC6A2', 'PCDHGB5', 'TNFSF18', 'NTSR1', 'PCDHA10', 'DBH', 'SERPINB2', 'SIGLEC12', 'INHBE', 'ARSF', 'PCDHGA9', 'TMEM63C', 'SLITRK3', 'TMEM132E', 'PLXNB3', 'PLA2G3', 'CEACAM8', 'SLC26A5', 'FLRT1', 'PTPRQ', 'PCDHGA8', 'ZP4', 'CPZ', 'KIR3DL1', 'IGSF1', 'ALPP', 'UNC5A', 'ELFN2', 'KIR2DL3', 'PCDHGA12', 'TMPRSS5', 'CACNG6', 'SCN2B', 'TMEM26']"
prostate macrophages,"['CD163', 'SIGLEC10', 'SLC1A3', 'HLA-DQA2', 'FCGR2A', 'LAIR1', 'MERTK', 'CLEC5A', 'CD1D', 'KCNK17', 'MSR1', 'CYBB', 'CD84', 'PLXNC1', 'IFI30', 'SIGLEC9', 'CMKLR1', 'PLD4', 'PTAFR', 'SIGLEC7', 'SIGLEC12', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'EPX', 'PCDHA11', 'TRHR', 'PCDHA6', 'TPTE', 'TMEFF1', 'PCDHGB1', 'TNFSF18', 'SUCNR1', 'GP5', 'FLG2', 'PCDHGB4', 'UGT1A9', 'CDSN', 'HTR1D', 'TLR9', 'C4A', 'SLC6A2', 'SLC45A2', 'NTSR1', 'DBH', 'INHBE', 'CACNG6', 'PCDH20', 'PCDHGB5', 'TMEM132E', 'SLITRK3', 'FLRT1', 'ZP4', 'CPZ', 'PCDHGA9', 'PLXNB3', 'ARSF', 'PLA2G3', 'CD33', 'PTPRQ', 'KIR3DL1', 'PCDHA10', 'TLR1', 'FLT3', 'UNC5A', 'ALPP', 'CEACAM8', 'IGLON5', 'IGSF1', 'TMEM26', 'CELSR3', 'SLC26A5', 'COL2A1', 'ELFN2', 'AGTR2', 'TMPRSS5', 'SCN2B', 'LRRC15', 'KIR2DL3', 'FCGR1A', 'PCDHGA8', 'PCDHGA12', 'MGAT5B', 'TLL2', 'SLC2A5', 'TNFRSF8', 'TMEM63C', 'CDH15', 'VSTM1', 'NTRK1', 'ICAM5', 'CD180', 'SCNN1D', 'TYR', 'CRLF2', 'ELFN1', 'ADORA1']"
ovary mixed immune cells,"['CD69', 'CD2', 'TRAC', 'TRBC1', 'CD3D', 'CD40LG', 'FCRL6', 'CD3G', 'GZMH', 'KLRG1', 'PDCD1', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'PCDHGC5', 'NTN3', 'TNFSF18', 'PCDHA11', 'EPX', 'TRHR', 'PCDHA6', 'TPTE', 'TMEFF1', 'HTR1D', 'CDSN', 'PCDHGB1', 'GP5', 'FLG2', 'UGT1A9', 'TLR9', 'C4A', 'SLC45A2', 'ARSF', 'SLC6A2', 'NTSR1', 'PCDHGB4', 'INHBE', 'SIGLEC12', 'PCDH20', 'CACNG6', 'SLITRK3', 'PCDHGB5', 'PTPRQ', 'CEACAM8', 'PCDHGA9', 'FLRT1', 'KIR2DL3', 'PLXNB3', 'ULBP3', 'PLA2G3', 'CELSR3', 'UNC5A', 'KIR3DL1', 'TMEM132E', 'ELFN2', 'ALPP', 'SLC26A5', 'PCDHA10', 'IGSF1', 'AGTR2', 'TMPRSS5', 'SCN2B', 'TMEM63C', 'CD1B', 'ATG9A', 'VSTM1', 'CPZ', 'PCDHGA8', 'SCNN1D', 'NMUR1', 'NTRK1', 'TMEM26', 'SIGLEC1', 'COL2A1', 'TYR', 'IGLON5', 'TLL2', 'CD200R1', 'ELFN1', 'CRLF2', 'IL1RL2', 'ICAM5', 'PCDHGA12', 'ADORA1', 'CD1C', 'CD96', 'TNFRSF8', 'CCR4', 'SLC22A16', 'IL5RA', 'PRG2', 'CD101', 'CNR2', 'LRFN1', 'CDH15', 'P2RY11', 'SLC6A11', 'HTR2B', 'NOMO3']"
salivary gland macrophages,"['CD163', 'MRC1', 'SLC1A3', 'CPM', 'CLEC5A', 'OLR1', 'SIGLEC10', 'MSR1', 'STAB1', 'F13A1', 'MERTK', 'CD84', 'CYBB', 'SIGLEC1', 'LIPA', 'CMKLR1', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA6', 'EPX', 'PCDHA11', 'TRHR', 'SIGLEC9', 'TPTE', 'TMEFF1', 'SIGLEC12', 'LAIR1', 'HTR1D', 'CDSN', 'TNFSF18', 'UGT1A9', 'FLG2', 'GP5', 'PCDHGB4', 'TLR9', 'PCDHGB1', 'PTAFR', 'SLC45A2', 'C4A', 'ARSF', 'SLC6A2', 'DBH', 'INHBE', 'CACNG6', 'PCDH20', 'NTSR1', 'P2RX7', 'CEACAM8', 'TMEM132E', 'PTPRQ', 'SLITRK3', 'FLRT1', 'ZP4', 'GPNMB', 'PLA2G3', 'CPZ', 'TMEM26', 'PLXNB3', 'SIGLEC7', 'SLC22A16', 'KIR3DL1', 'PCDHGB5', 'IGSF1', 'UNC5A', 'ALPP', 'ELFN2', 'COL2A1', 'CELSR3', 'KIR2DL3', 'IGLON5', 'AGTR2', 'PCDHGA9', 'FLT3', 'ICAM5', 'LRRC15', 'SUCNR1', 'MGAT5B', 'SLC26A5', 'SCN2B', 'CD33', 'VSTM1', 'PCDHA10', 'IL1RL2', 'PCDHGA12', 'TMEM63C', 'TYR', 'HTR2B', 'NTRK1', 'CRLF2', 'PCDHGA8', 'TLL2', 'SCNN1D', 'CDH15', 'KCNK17', 'SLC6A11', 'ELFN1']"
lymph node b-cells,"['CD74', 'CD37', 'CD69', 'CD79A', 'CD83', 'MS4A1', 'FCER2', 'CXCR5', 'CD19', 'CD72', 'LY9', 'CD79B', 'CD22', 'CR2', 'FCRL2', 'CD70', 'TNFRSF13B', 'BTLA', 'CNR2', 'CD1D', 'FCRL3', 'NXPH4', 'MGAT5', 'SLAMF1', 'TLR9', 'CR1', 'ZNF844', 'P2RY10', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA11', 'PCDHA6', 'TRHR', 'EPX', 'TPTE', 'TMEFF1', 'PCDHGB4', 'PCDHGB1', 'HTR1D', 'SLC45A2', 'CDSN', 'FLG2', 'SIGLEC10', 'SLC9A7', 'UGT1A9', 'SLC6A2', 'PCDHGB5', 'TNFSF18', 'ARSF', 'NTSR1', 'C4A', 'DBH', 'INHBE', 'SIGLEC12', 'CACNG6', 'PCDH20', 'ICOSLG', 'SLITRK3', 'GP5', 'PTPRQ', 'TMEM132E', 'CEACAM8', 'PCDHGA9', 'SLC26A5', 'FLRT1', 'ZP4', 'CPZ', 'PLA2G3', 'PCDHGA8', 'PLXNB3', 'PCDHA10', 'KIR3DL1', 'IGSF1', 'CELSR3', 'UNC5A', 'ALPP', 'TLL2', 'ELFN2', 'PCDHGA12', 'SCN2B', 'TMEM26', 'COL2A1', 'KIR2DL3', 'TMPRSS5', 'CD180', 'AGTR2', 'LRRC15', 'MGAT5B', 'ATG9A', 'SCNN1D', 'SLAMF6', 'IGLON5', 'CDH15', 'NTRK1', 'PCDHGB7', 'TMEM63C']"
endometrium ciliated cells,"['CHST6', 'DYNC2H1', 'IL5RA', 'ST3GAL6', 'ITGB8', 'TCTN2', 'CACNG6', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'TRHR', 'EPX', 'PCDHA11', 'PCDHA6', 'TPTE', 'PCDHGB4', 'GP5', 'PCDHGB1', 'UGT1A9', 'FLG2', 'HTR1D', 'TLR9', 'SLC45A2', 'SLC6A2', 'TNFSF18', 'NTSR1', 'C4A', 'ARSF', 'DBH', 'TMEFF1', 'FAM174A', 'INHBE', 'CDSN', 'PCDH20', 'SIGLEC12', 'PCDHGB5', 'SLITRK3', 'PTPRQ', 'CEACAM8', 'TMEM132E', 'SLC26A5', 'ZP4', 'PLXNB3', 'PCDHGA9', 'PLA2G3', 'FLRT1', 'IGSF1', 'CPZ', 'KIR3DL1', 'PCDHA10', 'ELFN2', 'UNC5A', 'PCDHGA8', 'AGTR2', 'COL2A1', 'SCN2B', 'LRRC15', 'KIR2DL3', 'TMPRSS5', 'LRP11', 'MGAT5B', 'CDH15', 'CELSR3', 'IGLON5', 'PCDHGA12', 'TYR', 'NTRK1', 'IL1RL2', 'TLL2', 'CRLF2', 'PCDHGB7', 'ULBP3', 'SLC46A1', 'GPR39', 'SLC6A11', 'ADORA1', 'SLC22A16', 'VSTM1', 'PRG2', 'SCNN1D', 'TNFRSF8', 'LRFN1', 'ICAM5', 'AMIGO1', 'EFNB3', 'TSHR', 'ATG9A', 'HEPACAM', 'NXPH4', 'TMEM63C', 'CCR4', 'CNTN3', 'CHRNA3', 'MPO', 'TMEM26', 'DISP2', 'CD1B']"
placenta cytotrophoblasts,"['EFEMP1', 'FOLR1', 'SIGLEC6', 'BCAM', 'FBN2', 'OLR1', 'EXTL2', 'F5', 'ADAMTSL4', 'SLC19A1', 'S1PR2', 'EGFR', 'CSF2RA', 'SLC38A9', 'SLC29A2', 'LRP2', 'NXPH4', 'SLC12A9', 'MET', 'SLC29A1', 'ENPEP', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA11', 'TRHR', 'HTR1D', 'PCDHA6', 'TPTE', 'TMEFF1', 'CDSN', 'EPX', 'GP5', 'PCDHGB4', 'PCDHGB1', 'FLG2', 'UGT1A9', 'TLR9', 'C4A', 'ARSF', 'SLC45A2', 'SLC22A5', 'PCDHGB5', 'NTSR1', 'INHBE', 'CACNG6', 'PCDH20', 'PCDHGA9', 'PTPRQ', 'ALPP', 'TMEM132E', 'CEACAM8', 'TLL2', 'SLITRK3', 'ZP4', 'PLXNB3', 'FLRT1', 'SLC26A5', 'PLA2G3', 'SIGLEC12', 'TNFSF18', 'CPZ', 'PCDHA10', 'SLC2A9', 'PCDHGA8', 'IGSF1', 'PCDHGA12', 'AGTR2', 'TLR3', 'TMPRSS5', 'ELFN2', 'LRRC15', 'UNC5A', 'SCN2B', 'KIR3DL1', 'SLC6A11', 'PLXNA1', 'TMEM26', 'COL2A1', 'CELSR3', 'PCDHGB7', 'SLC6A2', 'TYR', 'DBH', 'MGAT5B', 'CRLF2', 'ICAM5', 'STS', 'SCNN1D', 'ADORA1', 'ATG9A', 'ULBP3', 'TSHR', 'CDH15', 'SEMA4G', 'CD1B', 'NTRK1']"
brain oligodendrocytes,"['PCDH9', 'PDE4B', 'CADM2', 'SLC44A1', 'MAN2A1', 'UNC5C', 'GPM6B', 'PTPRD', 'UGT8', 'PTPRK', 'CERCAM', 'HHIP', 'TF', 'FGFR2', 'SLCO3A1', 'APLP1', 'ST6GALNAC3', 'ABCA2', 'LRP2', 'NCAM1', 'ITGA2', 'NAALADL2', 'GRID1', 'ALCAM', 'NEO1', 'JAM3', 'SORT1', 'TMEM63A', 'CLDND1', 'SLC12A2', 'MGAT5', 'TTYH2', 'NCAM2', 'SLC22A23', 'ABCA8', 'SEMA4D', 'CDH19', 'HEPACAM', 'RNF13', 'NPC1', 'TMC7', 'PLXNB3', 'NFASC', 'P2RX7', 'ERBB3', 'SEMA3C', 'ADAM10', 'CD22', 'ERMP1', 'EVI2A', 'TLL2', 'CRB2', 'ADORA1', 'LRRC4B', 'TMPRSS5', 'SLC45A2', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'ENPP4', 'PCDHGC5', 'NTN3', 'CDSN', 'PCDHA11', 'PCDHA6', 'TPTE', 'TMEFF1', 'EPX', 'PCDHGB4', 'PCDHGB1', 'GP5', 'TRHR', 'FLG2', 'GLCE', 'MAN2A2', 'UGT1A9', 'CHST6', 'HTR1D', 'C4A', 'TLR9', 'PCDHGB5', 'SIGLEC12', 'TNFSF18', 'INHBE', 'DBH', 'SLC6A2', 'FAM171A1', 'BVES', 'PCDHGA9', 'SLC6A15', 'CACNG6', 'NTSR1', 'CEACAM8', 'ZP4', 'SLC26A5', 'CADM4', 'PIGN', 'HSD11B1', 'PCDHA10']"
placenta t-cells,"['LTB', 'KLRB1', 'TRAC', 'MPO', 'TRBC1', 'PRF1', 'KLRC1', 'IL2RB', 'KLRF1', 'KIR2DS4', 'IL2RG', 'KIR2DL3', 'CD3D', 'NCR3', 'KIR3DL1', 'TMIGD2', 'IL5RA', 'S1PR5', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'EPX', 'PCDHGC5', 'TMEFF1', 'PCDHA11', 'TRHR', 'PCDHA6', 'TPTE', 'GP5', 'PCDHGB4', 'PCDHGB1', 'HTR1D', 'FLG2', 'UGT1A9', 'TLR9', 'CDSN', 'C4A', 'SLC45A2', 'ARSF', 'PCDHGB5', 'NTSR1', 'INHBE', 'CACNG6', 'CD160', 'PCDH20', 'PCDHGA9', 'SIGLEC12', 'PTPRQ', 'TMEM132E', 'CEACAM8', 'SLITRK3', 'ZP4', 'PLXNB3', 'FLRT1', 'NTRK1', 'SLC26A5', 'PLA2G3', 'TNFSF18', 'PCDHGA8', 'CPZ', 'PCDHA10', 'PCDHGA12', 'AGTR2', 'IGSF1', 'ELFN2', 'LRRC15', 'TMPRSS5', 'UNC5A', 'SCN2B', 'FCRL6', 'TMEM26', 'COL2A1', 'CD7', 'NMUR1', 'PCDHGB7', 'TYR', 'CRLF2', 'TLL2', 'CELSR3', 'SIRPG', 'AMIGO1', 'DBH', 'SLC6A2', 'S1PR4', 'ICAM5', 'MGAT5B', 'SCNN1D', 'ATG9A', 'ALPP', 'ULBP3', 'CD1B', 'CCR4', 'ADORA1', 'CDH15', 'TMEM63C', 'CNR2', 'TSHR', 'ITGB7']"
skin fibroblasts,"['DCN', 'COL1A2', 'COL1A1', 'COL3A1', 'CCDC80', 'LUM', 'APOD', 'CTSK', 'COL6A2', 'SERPINF1', 'COL6A1', 'ASPN', 'MFAP5', 'FSTL1', 'PI16', 'FBLN2', 'THBS2', 'LEPR', 'MFAP4', 'COL6A3', 'TNXB', 'COL5A2', 'CFH', 'APCDD1', 'AEBP1', 'LOX', 'AXL', 'MXRA5', 'OLFML3', 'ELANE', 'COL12A1', 'POSTN', 'THY1', 'SCARA5', 'COL11A1', 'SLIT3', 'VASN', 'PDGFRA', 'CERCAM', 'ISLR', 'CADM3', 'RCN3', 'FKBP9', 'GREM1', 'CD70', 'FBN1', 'MXRA8', 'SEMA3C', 'COL5A1', 'C1QTNF2', 'LRRC15', 'SLITRK4', 'ABI3BP', 'MRC2', 'LRRN4CL', 'FKBP10', 'ANTXR1', 'COL6A6', 'RECK', 'CDON', 'GFRA1', 'IGDCC4', 'FAP', 'SLIT2', 'CDH11', 'F2R', 'ANGPTL1', 'ANGPTL2', 'CRB2', 'PCDH18', 'ITGA11', 'IL17D', 'CD276', 'THBS3', 'UST', 'SLC39A14', 'AGTR1', 'OGN', 'LOXL4', 'TLL1', 'TMEM200B', 'GLT8D2', 'S1PR2', 'SLC22A16', 'ROR2', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA6', 'PCDHA11', 'EPX', 'TRHR', 'NPTX2', 'SLITRK6', 'CPZ', 'TPTE', 'TMEFF1']"
stomach macrophages,"['VCAN', 'THBS1', 'PLAUR', 'LILRA5', 'CYBB', 'IFI30', 'CLEC12A', 'ITGAX', 'DMXL2', 'CD68', 'FCAR', 'TLR2', 'CD86', 'CD14', 'PLBD1', 'LRRC25', 'CD302', 'OSCAR', 'PILRA', 'FCGR1A', 'VNN2', 'ITGB2', 'SELL', 'LILRA1', 'SIRPB1', 'SIGLEC9', 'MCEMP1', 'BST1', 'FCGR2A', 'ITGAM', 'SIGLEC7', 'VNN1', 'TLR1', 'GP5', 'PTAFR', 'TNFSF18', 'EMILIN2', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'NTSR1', 'PCDHA11', 'EPX', 'PCDHA6', 'TRHR', 'TPTE', 'PCDHGB4', 'PCDHGB1', 'HTR1D', 'TMEFF1', 'CD1D', 'FLG2', 'UGT1A9', 'TNFRSF8', 'IGLON5', 'CDSN', 'SLC45A2', 'SLC6A2', 'ARSF', 'C4A', 'DBH', 'INHBE', 'SIGLEC12', 'PCDH20', 'CACNG6', 'PCDHGB5', 'PCDHGA9', 'CRLF2', 'TMEM132E', 'F5', 'CEACAM8', 'PTPRQ', 'FLRT1', 'ZP4', 'SLITRK3', 'THBD', 'PLA2G3', 'PLXNB3', 'PLXNC1', 'PCDHA10', 'CD101', 'KIR3DL1', 'IGSF1', 'PCDHGA8', 'ELFN2', 'UNC5A', 'TLR9', 'ALPP', 'SLC26A5', 'SLC22A4', 'SCN2B', 'CELSR3', 'COL2A1', 'TMEM26', 'TLR4', 'TMPRSS5', 'AGTR2']"
prostate t-cells,"['IL7R', 'CD2', 'CD3G', 'CD3D', 'CD69', 'KLRC1', 'CD96', 'CD160', 'SLAMF6', 'P2RY10', 'CD226', 'KCNA3', 'PTGER2', 'CD48', 'CD101', 'GPR174', 'CEACAM8', 'SIRPG', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'EPX', 'PCDHA11', 'TRHR', 'PCDHGB4', 'CDSN', 'PCDHA6', 'TPTE', 'TMEFF1', 'PCDHGB1', 'GP5', 'FLG2', 'TRAC', 'UGT1A9', 'ULBP3', 'TLR9', 'KIR2DS4', 'C4A', 'HTR1D', 'SLC6A2', 'TNFSF18', 'DBH', 'SLC45A2', 'KIR2DL3', 'NMUR1', 'TMIGD2', 'NTSR1', 'PCDHGB5', 'INHBE', 'CACNG6', 'PCDH20', 'TMEM132E', 'KIR3DL1', 'SLITRK3', 'SIGLEC12', 'ARSF', 'ZP4', 'FLRT1', 'CPZ', 'PCDHGA9', 'PLXNB3', 'CELSR3', 'PLA2G3', 'PTPRQ', 'PDCD1', 'PCDHA10', 'SLC26A5', 'UNC5A', 'ALPP', 'TMPRSS5', 'IGSF1', 'COL2A1', 'ELFN2', 'AGTR2', 'SCN2B', 'LRRC15', 'TLL2', 'PCDHGA12', 'MGAT5B', 'LRFN1', 'PCDHGA8', 'ULBP2', 'TMEM26', 'ICAM5', 'IGLON5', 'CDH15', 'NTRK1', 'TMEM63C', 'SCNN1D', 'VSTM1', 'TYR', 'CRLF2', 'ELFN1', 'ADORA1', 'PCDHGB7', 'EFNB3', 'SLC6A11']"
heart muscle fibroblasts,"['DCN', 'MFAP5', 'CDH19', 'SCN7A', 'FSTL1', 'ABI3BP', 'SCARA5', 'ABCA8', 'LAMA2', 'COL14A1', 'PRELP', 'LAMB1', 'DDR2', 'CFH', 'PDGFRA', 'LTBP1', 'FBN1', 'ANGPTL1', 'SCARF2', 'ITGA11', 'COL6A6', 'PCDHGB7', 'NLGN4X', 'SIGLEC5', 'NXF2', 'PPIAL4A', 'NTN3', 'PCDHGC5', 'PCDHA11', 'TRHR', 'EPX', 'PCDHA6', 'TPTE', 'TMEFF1', 'NTRK1', 'HTR1D', 'GP5', 'PCDHGB1', 'PCDHGB4', 'CDSN', 'PCDHGB5', 'FLG2', 'UGT1A9', 'TLL2', 'TLR9', 'C4A', 'ARSF', 'PCDHGA12', 'TNFSF18', 'SLC6A2', 'NTSR1', 'DBH', 'INHBE', 'SLC45A2', 'CACNG6', 'SLITRK3', 'VCAN', 'APCDD1', 'GLT8D2', 'TMEM132E', 'PCDH20', 'GFRA1', 'ZP4', 'SLC26A5', 'FLRT1', 'PCDHA10', 'CPZ', 'PLXNB3', 'PLA2G3', 'PTPRQ', 'SIGLEC12', 'KIR3DL1', 'CEACAM8', 'ELFN2', 'IL17RD', 'PCDHGA9', 'ALPP', 'UNC5A', 'AGTR2', 'KIR2DL3', 'ADAMTS15', 'IGSF1', 'SCN2B', 'COL2A1', 'TMPRSS5', 'CELSR3', 'SLITRK4', 'PCDH18', 'IGDCC4', 'CHST6', 'MGAT5B', 'IGLON5', 'TMEM26', 'CDH15', 'LRRC15', 'TMEM63C', 'PCDHGA8', 'TYR', 'SCNN1D']"
brain oligodendrocyte precursor cells,"['PCDH15', 'PTPRZ1', 'NLGN1', 'OPCML', 'LRP1B', 'SEMA5A', 'VCAN', 'NRCAM', 'CHST11', 'CHL1', 'NLGN4X', 'COL11A1', 'CNTN1', 'NTM', 'LRRN1', 'NAV2', 'PDGFRA', 'GRIA2', 'BCAN', 'UST', 'CSPG5', 'NCAM1', 'IL1RAP', 'BCHE', 'NCAM2', 'PTPRG', 'DNER', 'CDH10', 'NTRK3', 'NAALADL2', 'LRP4', 'TEK', 'SULF2', 'NELL1', 'TLL1', 'SUSD5', 'CSPG4', 'ELFN2', 'PCDH20', 'FLRT1', 'LSAMP', 'ADORA1', 'SLITRK2', 'SLITRK3', 'CALCRL', 'IL17RB', 'EPX', 'SIGLEC5', 'PPIAL4A', 'NXF2', 'CDH4', 'PCDHGC5', 'TMEM132E', 'NTN3', 'GFRA1', 'PCDHA11', 'FLG2', 'PCDHA6', 'GPR39', 'TMEFF1', 'PCDHGB4', 'PCDHGB1', 'GP5', 'TPTE', 'TRHR', 'UGT1A9', 'CDSN', 'HTR1D', 'C4A', 'SORCS1', 'TLR9', 'PCDHGB5', 'SIGLEC12', 'INHBE', 'DBH', 'SLC6A2', 'CACNG6', 'PCDHGA9', 'TNFSF18', 'NLGN2', 'CEACAM8', 'ZP4', 'NTSR1', 'PCDHA10', 'SLC45A2', 'KIR3DL1', 'PLA2G3', 'PCDHGA8', 'ALPP', 'KIR2DL3', 'ARSF', 'PCDHGA12', 'CPZ', 'AGTR2', 'COL2A1', 'LRRC15', 'IGSF1', 'PTPRQ', 'SLC26A5']"
